osm_id,name,address,city,state,lat,lng,access,holes
relation/19550813,Gaillardia Golf Course,,,,35.617997,-97.609945,,
way/405548653,Gaines County Golf Course,,,,32.836521,-102.648098,,
relation/4011260,Gainesville Country Club,7300 Southwest 35th Way,Gainesville,,29.590008,-82.372892,,
way/84679163,Gainey Ranch Golf Club,7600 Gainey Club Drive,Scottsdale,AZ,33.571111,-111.916178,private,
way/306447189,Gainfield Farms Gold Course,255 Old Field Road,Southbury,CT,41.476831,-73.225049,,
way/447014619,Galaway Creek Golf Course,,,,40.773099,-97.809339,,
way/477049513,Galena Golf Club,11557 US 20,Galena,IL,42.447909,-90.446224,,
way/271285226,Galena Ridge Golf Course,,,,47.535247,-116.163804,,
way/302705142,Galion Country Club,4810 State Route 309,Galion,OH,40.706683,-82.809319,,
way/556328322,Gallery Golf Course,,,,48.319543,-122.693711,,
relation/227731,Galloping Hill Golf Course,,,,40.684787,-74.282011,,
way/29079387,Galloway National Golf Club,,,,39.459417,-74.461514,,
way/124473404,Galway Golf Course,,,,43.046490,-73.994213,,
way/876550790,Gamble Sands Golf Course,,,,48.066507,-119.652053,,
way/40540159,Gambler Ridge Golf Club,,,,40.132379,-74.510841,,
relation/12406099,Gannon Municipal Golf Course,60 Great Woods Road,Lynn,,42.487637,-70.975557,municipal,
way/60775752,Garden City Country Club,206 Stewart Avenue,Garden City,NY,40.720993,-73.668179,,
way/60925271,Garden City Golf Club,315 Stewart Avenue,Garden City,NY,40.732121,-73.645588,private,
way/504453215,Garden Gate Golf Course,,,,48.837795,-100.046160,,
way/292927546,Garden Golf Club,,,,45.796720,-86.562277,,
relation/12586695,Garden Park,,,,46.497121,-94.319397,,
way/926954797,Garden Valley Golf Club,22049 FM 1995,Lindale,TX,32.481517,-95.550266,,
way/298027582,Gardiner's Bay Country Club,12 Dinah Rock Road,Shelter Island Heights,NY,41.095203,-72.329585,,
way/151986478,Gardner Golf Course,15810 South Gardner Road,Gardner,KS,38.843770,-94.932412,,
way/74272017,Gardner Golf Course,,,,42.008365,-91.555534,,
way/29756227,Gardner Municipal Golf Course,152 Eaton Street,Gardner,MA,42.595059,-71.992995,municipal,
node/2690549046,Garland Fountains Golf Course,4700 North Red Oak Road,Lewiston,MI,44.820000,-84.323611,,
way/295281477,Garland Lodge & Resort,,,,44.815250,-84.305711,,
node/2690549050,Garland Monarch Golf Course,4700 North Red Oak Road,Lewiston,MI,44.825000,-84.311111,,
node/2690549055,Garland Reflections Golf Course,4700 North Red Oak Road,Lewiston,MI,44.814444,-84.311111,,
node/2690549059,Garland Swampfire Golf Course,4700 North Red Oak Road,Lewiston,MI,44.819444,-84.311111,,
way/237600052,Garner Golf and Country Club,,,,43.109756,-93.591020,,
way/588400261,Garnett Country Club,,,,38.295646,-95.237393,,
way/692799447,Garrison Golf Club,,,,47.643036,-101.393324,,
relation/3962728,Garrison Lake Golf Course,101 West Fairways Circle,Smyrna,,39.254076,-75.593984,,
way/1247362278,Garrison Par 3 Golf Center,,,,42.795290,-71.112139,,
relation/6545609,Gary Player Signature Course,,,,30.195283,-95.568009,,
relation/1268597,Gasparilla Golf Club,500 Palm Avenue,Boca Grande,FL,26.754559,-82.257138,,
way/756418376,Gate City Golf Course,,,,44.763397,-96.462448,,
relation/6377450,Gates Four Golf & Country Club,6775 Irongate Drive,Fayetteville,,34.995005,-79.011197,,
way/206162328,Gates Park Golf Course,820 East Donald Street,Waterloo,,42.523610,-92.323363,,
relation/4030594,Gateway Golf & Country Club,11360 Championship Drive,Fort Myers,,26.575941,-81.756081,,
relation/19972348,Gateway Golf & Learning Center,3800 Davenport Parkway,Montgomery,,32.332110,-86.329207,,
relation/7095026,Gateway Golf Course,,,,48.522079,-122.213547,,
relation/10580845,Gateway Lodge Golf Course,,,,46.162812,-89.209592,,
way/782435512,Gateway National Golf Links,,,,38.657792,-90.144653,,
way/297307950,Gateway Recreation Golf Course,,,,41.520589,-93.115739,,
way/483831973,Gatlinburg Golf Course,,,,35.784543,-83.541376,,
way/305357422,Gator Creek Golf,Musso Road,Auburn,,38.947350,-121.041770,,
relation/2525400,Gator Lakes Golf Course,,,,30.435656,-86.679514,,
way/1530723226,Gator National Golf Club,,,,29.856891,-98.605581,,
relation/7398953,Gator Trace Golf & Country Club,4302 Gator Trace Drive,Fort Pierce,FL,27.386712,-80.313693,,
way/294857694,Gauss' Green Valley Golf Course,5751 Brooklyn Road,Jackson,MI,42.186432,-84.312525,,
way/27028813,Gavilan Golf Course,,,,36.966973,-121.565170,,
way/144790700,Gay Brewer Jr Golf Course,469 Parkway Drive,Lexington,,38.038579,-84.529733,,
way/288727413,Gaylord Country Club,,,,45.038260,-84.781219,,
way/499135540,Gaylord Springs Golf Links,18 Springhouse Lane,Nashville,,36.219284,-86.680206,,
way/1445905942,GC of Edmond,,,,35.685671,-97.433254,,
way/158904851,Gearhart Golf Links,,,,46.033621,-123.921471,,
way/13815308,Gem County Golf Course,,,,43.852185,-116.537564,,
relation/13918701,Gem Lake Hills Golf Course,4039 Scheuneman Road,Gem Lake,MN,45.063871,-93.036377,,
way/398022887,Gene Pray Memorial Golf Course,,,,37.869824,-94.037857,,
way/156449564,Gene Torres Golf Course,1 Country Club Drive,Las Vegas,NM,35.610639,-105.216416,,
way/136643359,Genegantslet Golf Club,,,,42.279367,-75.807198,,
way/29687467,General Electric Athletic Association,,,,42.479252,-73.231183,public,
way/44486505,General Old Golf Course,"16700 Village West Drive,",March Air Reserve Base,CA,33.875523,-117.281666,,
way/159516471,General William Blanchard Golf Course,3965 South Craycroft Road,Tucson,AZ,32.174786,-110.867694,private,
way/362084669,Generations Golf Course,164779 South Broadway,Marlow,OK,34.628937,-97.971489,,
way/1154639653,Genesee Valley Golf Course North,1000 East River Road,Rochester,NY,43.113771,-77.651296,,
way/617520258,Genesee Valley Golf Course South,1000 East River Road,Rochester,NY,43.109094,-77.653734,,
way/293781543,Genesee Valley Meadows Golf Course,,,,42.968409,-83.790783,,
way/136621779,Geneva Country Club,,,,42.834355,-76.976805,,
way/298203491,Geneva Farm Golf Course,217 Davis Road,Street,,39.658685,-76.396344,,
relation/12235059,Geneva Golf and Country Club,3100 Bidwell Road,Muscatine,,41.448899,-91.053411,,
way/117696138,Geneva Golf Club,,,,41.885463,-88.318464,,
way/1290334865,Geneva Golf Club,,,,45.902804,-95.312194,,
way/481495819,Geneva on-the Lake Village Golf Course,4902 Almraz Drive,Geneva,OH,41.854644,-80.946198,,
relation/3947493,Genoa Golf Club - Lakes Course,1 Genoa Lakes Drive,Genoa,NV,39.014517,-119.830993,,
way/1482291541,Genoa Golf Club - Ranch Course,488 Mountain Meadow Drive,Carson City,NV,39.049022,-119.818009,,
relation/17951191,Gentle Creek Country Club,,,,33.251985,-96.755876,,
way/292927535,Gentz's Homestead Golf Course,,,,46.455618,-87.339249,,
relation/7091534,George W. Dunne National Driving Range,,,,41.595714,-87.758124,,
way/175667463,George W. Dunne National Golf Course,16310 South Central Avenue,Oak Forest,IL,41.598349,-87.764798,,
way/29830747,George Wright Golf Course,420 West Street,Hyde Park,,42.267543,-71.133772,,
relation/3808877,George Young Golf Course,159 Youngs Lane,Iron River,,46.053043,-88.524937,,
way/294882608,Georgetown Country Club,1365 King George Boulevard,Ann Arbor,MI,42.242781,-83.726800,,
relation/16768077,Georgia National Country Club,1715 Lake Dow Rd,McDonough,GA,33.454302,-84.078937,,
relation/4008283,Georgia Southern University Golf Course,1031 Golf Club Road,Statesboro,,32.366601,-81.781128,,
way/357495678,Georgia Veterans Memorial Golf Course,2459-H US Highway 280 West,Cordele,,31.967114,-83.900806,,
way/1078593001,Gettysburg Golf Course,,,,45.018565,-99.947789,,
relation/13304788,Gettysvue Golf & Country Club,,,,35.891110,-84.080020,,
way/257373609,Giant Oak Golf Club,,,,41.790746,-83.576653,,
way/1356125382,Gibbon Valley View Golf Club,14155 Pawnee Road,Gibbon,NE,40.813229,-98.833651,,
way/297625128,Gibson Bay Golf Course,2000 Gibson Bay Drive,Richmond,,37.731013,-84.255363,,
relation/3965941,Gibson Island Golf Course,Broadwater Way,Gibson Island,,39.080297,-76.428801,,
way/295771690,Gibson Woods Golf Course,1321 North 11th Street,Monmouth,,40.929256,-90.621553,,
way/31153925,Gig Harbor Golf & Country Club,,,,47.305737,-122.628927,,
way/136074312,Gilbertsville Golf Course,,,,40.297451,-75.572921,,
way/614148237,Gillespie Country Club,,,,39.206426,-89.810094,,
way/1456132658,Gillespie Golf Course,306 East Florida Street,,,36.046911,-79.780897,,
way/296534518,Gillette Golf Club,1800 Country Club Road,Gillette,WY,44.266975,-105.472748,,
relation/4090477,Gillette Ridge Golf Club,1360 Hall Boulevard,Bloomfield,CT,41.814464,-72.741197,,
way/708370253,Gilmer Country Club,411 Private Road 3200,Gilmer,TX,32.696333,-94.957525,,
way/27006801,Gilroy Golf Course,2695 Hecker Pass Road,Gilroy,CA,37.015123,-121.623756,,
relation/5805268,Glacier Club Golf Course,8000 Glacier Club Drive,Washington,,42.731100,-83.044358,,
way/475682445,Glacier Rim,,,,48.503089,-113.999876,,
way/298237540,Glade Valley Golf Club,10502 Glade Road,Walkersville,MD,39.525269,-77.328969,,
way/172602256,Gladstan Golf Course,,,,40.010823,-111.691049,,
way/282331115,Gladstone Golf Club,,,,45.895912,-87.036907,,
way/289926030,Gladwin Heights Golf Course,,,,43.977668,-84.516105,,
way/1474303144,Glasco County Club & Course,,,,39.361773,-97.813767,,
relation/20778830,Glasgow Golf and Country Club,,,,37.040657,-85.909061,,
way/1495964005,Glastonbury Hills Country Club,239 Country Club Road,Glastonbury,CT,41.659677,-72.546235,,
relation/8004001,Glaze Meadow Golf Course,,,,44.346707,-121.657151,,
way/893769995,GLC Links,,,,43.841895,-88.997922,,
way/912430461,Gleannloch Golf Club,19393 Champion Forest Drive,Spring,TX,30.040359,-95.564283,,
relation/4013475,Glen Abbey Golf Club,391 N Pine Meadow Dr,DeBary,FL,28.896635,-81.295477,,
way/40823950,Glen Acres Golf & Country Club,,,,47.505824,-122.318282,,
way/44580774,Glen Annie Golf Club,405 Glen Annie Road,Goleta,CA,34.443975,-119.882799,,
way/492337413,Glen Arven Country Club,1700 Old Monticello Road,Thomasville,,30.815773,-83.957938,,
way/803498331,Glen Brook Golf Club,,,,40.967965,-75.224044,,
way/680262068,Glen Cove Golf Club,,,,40.893227,-73.621414,,
way/467861969,Glen Dornoch Waterway Golf Links,4840 Glen Dornoch Way,Little River,,33.876486,-78.601052,,
relation/5452007,Glen Eagle Golf & Country Club,,,,26.146539,-81.731010,private,
relation/3580453,Glen Eagle Golf Club,3176 W. 1700 South,Syracuse,UT,41.093632,-112.092003,,
relation/6022884,Glen Eagle Golf Club,6150 14th Avenue,Hudsonville,,42.878942,-85.812392,,
way/151230738,Glen Echo Country Club,3401 Lucas & Hunt Road,Saint Louis,,38.698627,-90.300268,,
way/188163012,Glen Ellyn Village Links Golf Course,,,,41.852796,-88.071320,,
way/23811015,Glen Erin Golf Club,1417 West Airport Road,Janesville,,42.608562,-89.042735,,
way/39993357,Glen Flora Country Club,2200 North Sheridan Road,Waukegan,IL,42.394399,-87.835520,,
way/88444197,Glen Head Country Club,,,,40.845435,-73.622468,,
way/608496917,Glen Hills Golf Club,,,,44.997871,-92.172139,,
relation/13185713,Glen Ivy Golf Club,24400 Trilogy Pkwy,Corona,CA,33.766455,-117.500141,,
relation/1786664,Glen Kernan Golf Course,,,,30.259357,-81.483932,,
way/296377719,Glen Lake Golf & Practice Center,14350 CR 62,Minnetonka,MN,44.894102,-93.464541,,
way/188188698,Glen Oak Country Club,21 W 451 Hill Avenue,,,41.877204,-88.040148,,
way/486684498,Glen Oak Country Club,250 Oakford Road,Clarks Summit,PA,41.513972,-75.706686,,
way/444942334,Glen Oak Golf Club,,,,36.559062,-79.435833,,
way/444942537,Glen Oak Golf Club,,,,36.555891,-79.442008,,
way/141444694,Glen Oak Golf Course,,,,43.047858,-78.713363,,
way/94895734,Glen Oaks Club,,,,40.792310,-73.581553,,
relation/12268307,Glen Oaks Country Club,1401 Glen Oaks Drive,West Des Moines,,41.550641,-93.781659,,
way/1485895364,Glen Oaks Country Club,,,,38.331561,-85.553434,,
way/305767575,Glen Oaks Golf & Learning Center,200 West Dawson Avenue,Glendora,,34.116134,-117.866133,,
way/441545114,Glen Oaks Golf Club,245 Golf Course Road,Maiden,,35.557488,-81.213568,,
way/294269498,Glen Oaks Golf Course,30500 13 Mile Road,Farminton Hills,MI,42.517860,-83.353186,,
relation/7905503,Glen Riddle Golf Club,,,,38.346358,-75.148932,,
relation/13403295,Glen Ridge Country Club,555 Ridgewood Avenue,Glen Ridge,NJ,40.821454,-74.189441,,
way/24720710,Glen View Club,100 Golf Road,Golf,IL,42.059177,-87.781670,,
way/138542265,GlenArbor Golf Club,234 Bedford Center Road,Bedford Hills,NY,41.228576,-73.676778,,
way/293751875,Glenbrier Golf Course,4178 West Locke Road,Perry,MI,42.788817,-84.240510,,
way/265412740,Glenbrook Club,2070 Pray Meadow Road,Glenbrook,NV,39.096643,-119.940004,private,
way/320696223,Glencoe Country Club,,,,44.763759,-94.140458,,
relation/14030135,Glencoe Golf Club,621 Westley Road,Glencoe,IL,42.144715,-87.781078,,
way/161885192,Glendale Country Club,,,,47.611200,-122.162065,,
relation/3580441,Glendale Golf Course,2100 South 1640 West,Salt Lake City,UT,40.729287,-111.931947,,
way/233482482,Glendale Lakes Golf Course,,,,41.912690,-88.095752,,
way/295399898,Glendarin Hills Golf Club,3333 Glendarin Way,Angola,IN,41.680175,-84.990707,,
way/291397117,Glendora Country Club,2400 Country Club Drive,Glendora,CA,34.129723,-117.820697,private,
way/39789766,Glendoveer Golf Course,,,,45.529813,-122.517207,,
relation/19187964,Gleneagle Golf Course,,,,48.161147,-122.130819,,
relation/4065615,Gleneagles Country Club,7667 Victory Lane,Delray Beach,,26.444263,-80.164447,,
relation/6395350,Gleneagles Country Club,,,,33.030472,-96.811205,,
relation/4791531,Gleneagles Golf Club,,,,41.340672,-81.429678,,
way/24569234,Gleneagles Golf Course,2100 Sunnydale Avenue,San Francisco,CA,37.715382,-122.419929,,
way/943991631,Glengarry Golf Links,168 Lentz Road,Latrobe,PA,40.237518,-79.423777,,
way/946438193,Glengarry Golf Links,,,,40.232988,-79.428714,,
way/61233950,Glenhardie Golf Club,,,,40.086777,-75.418826,,
way/294968622,Glenhurst Golf Course,25345 West 6 Mile Road,Redford,MI,42.410187,-83.291502,,
way/293494451,Glenkerry Golf Course,1413 East Kent Road,Greenville,MI,43.176548,-85.228113,,
relation/3180364,Glenlakes Golf Club,,,,30.363872,-87.629966,,
way/294342573,Glenlore Golf Course,2000 Sleeth Road,Commerce Township,MI,42.588991,-83.517037,,
way/60141550,Glenmary Country Club,,,,38.125504,-85.568966,,
way/1131303367,Glenmaura National Golf Club,100 Glenmaura National Boulevard,Moosic,PA,41.350905,-75.695699,,
way/906239622,Glenmoor Country Club,,,,40.842637,-81.467336,,
relation/3910888,Glenmoor Golf Course,,,,40.573020,-111.999842,,
relation/4568648,Glenmore Country Club,,,,37.989246,-78.384945,,
way/187389239,Glenn Golf and Country Club,Road 39,Willows,CA,39.584429,-122.220785,,
way/312431913,Glenrock Golf Club,933 W Grove Street,Glenrock,WY,42.852894,-105.876431,,
relation/5387297,Glenross Golf Club,231 Clubhouse Drive,Delaware,OH,40.241612,-83.029692,,
way/94255374,Glens Falls Country Club,211 Round Pond Road,Queensbury,NY,43.349816,-73.670864,,
relation/3390865,Glenview Golf Course,3190 Glenview Rod,The Villages,FL,28.948442,-82.007725,,
way/34048715,Glenview Golf Course,,,,39.268883,-84.484091,,
way/188455319,Glenview Park Golf Club,800 Shermer Road,Glenview,IL,42.068941,-87.823984,,
way/34331064,Glenview Prairie Club,2800 West Lake Avenue,Glenview,IL,42.093659,-87.828855,,
way/842464410,Glenville Golf Club,,,,38.954748,-80.827671,,
way/266954189,Glenwild Golf Club & Spa,7600 Glenwild Drive,Park City,UT,40.740155,-111.524419,private,
way/297132029,Glenwood Golf Course,57073 240th Street,Glenwood,,41.057915,-95.727465,,
way/296786627,Glenwood Springs Golf Club,193 Sunny Acres Drive,Glenwood Springs,CO,39.564900,-107.349315,,
way/173794716,Glenwoodie Golf Club,19301 State Street,Glenwood,IL,41.535661,-87.609600,,
relation/16603382,Glocester Country Club,156 Putnam Pike,Chepachet,,41.885797,-71.590763,,
way/338564347,Gloucester Golf Club,,,,37.399457,-76.532720,,
way/297465703,Glynns Creek Golf Course,19251 290th Street,Long Grove,,41.722786,-90.518853,,
way/44501411,Goat Hill Park Golf Course,2323 Goat Hill Drive,Oceanside,CA,33.195604,-117.362001,,
way/1125079151,Gobbler's Knob Family Fun Park Golf Course,,,,42.675009,-74.413635,,
relation/11638934,Goddard Memorial State Golf Course,,,,41.657326,-71.435636,,
way/31444337,Godwin Creek Golf Course,403 42nd Street,Columbus,,32.504002,-84.986431,,
way/275260242,Gof Mohr Golf Course,,,,41.552698,-90.380999,,
way/291486114,Gogebic Country Club,200 Country Club Road,Ironwood,MI,46.467473,-90.120009,,
relation/3551673,Gold Canyon Golf Resort,6100 South Kings Ranch Road,Gold Canyon,AZ,33.368921,-111.446426,,
relation/3543940,Gold Canyon RV & Golf Resort,7151 East US Highway 60,Gold Canyon,AZ,33.354221,-111.472559,,
way/458726768,Gold Hills Golf Club,,,,40.632942,-122.348630,,
way/295771691,Gold Hills Golf Course,10980 East 900th Street,Colchester,,40.437257,-90.733184,,
way/51706587,Gold Mountain Golf Course,,,,47.517664,-122.751958,,
relation/7169116,Golden Bear Golf Club at Indigo Run,,,,32.204118,-80.734759,,
relation/7314786,Golden Eagle Golf Club,1500 Country Club Road,Cookeville,,36.184186,-85.470451,,
way/866752733,Golden Eagle Golf Club,,,,46.757148,-94.065607,,
way/516503947,Golden Eagle Golf Club at The Tides,374 Clubhouse Road,Irvington,,37.681871,-76.399435,,
relation/15307254,Golden Eagle Golf Course,,,,30.596379,-84.238749,,
way/44486277,Golden Era Golf Course,,,,33.826869,-116.981436,,
way/30903221,Golden Gate Park Golf Course,970 47th Ave,San Francisco,CA,37.768338,-122.505093,,
way/293941307,Golden Hawk Golf Club,9861 Meisner Road,Casco,MI,42.747414,-82.706877,,
relation/7787440,Golden Hills Golf & Country Club,,,,33.994396,-81.209700,,
way/242651981,Golden Horseshoe Golf Club Gold Course,,,,37.261332,-76.696496,,
way/368084371,Golden Horseshoe Golf Club Green Course,,,,37.258167,-76.688735,,
relation/18083135,Golden Oak Golf Course,679 NY-79,Windsor,NY,42.039096,-75.619685,,
relation/4012043,Golden Ocala Golf & Equestrian Club,8300 Northwest 31st Lane Road,Ocala,,29.221996,-82.255231,,
way/40411335,Golden Pheasant Golf Course,,,,39.939002,-74.797912,,
way/313212175,Golden Sands Golf Community,,,,44.821247,-88.454283,,
way/289800512,Golden Sands Golf Course,,,,43.690806,-86.469632,,
way/45022711,Golden Valley Country Club,7001 Golden Valley Road,Golden Valley,MN,44.988853,-93.369925,,
way/484975066,Goldendale Golf Club,1901 North Columbus Avenue,Goldendale,,45.842603,-120.834389,,
way/31251999,Goldeneye Club,W1777 North Bloomfield Road,,,42.568108,-88.381605,,
way/39831215,Golf 23 Driving Range,,,,40.964715,-74.282352,,
way/617444486,Golf Academy at Terra Cotta,,,,42.274893,-88.298707,,
relation/17747241,Golf at Glassy,,,,35.145238,-82.331836,,
way/182967882,Golf at Indian Creek,,,,41.296882,-96.230071,,
way/296142787,Golf at Indian Creek - Blackbird Course,,,,41.299763,-96.224717,,
way/403972337,Golf at Indian Creek - Gray Hawk Course,,,,41.301552,-96.229829,,
way/296142788,Golf at Indian Creek - Red Feather Course,,,,41.296763,-96.222710,,
way/138994143,Golf Center Des Plaines,353 North River Road,Des Plaines,IL,42.058804,-87.885912,,
way/237236029,Golf Club at Bear Dance,6630 Bear Dance Drive,Larkspur,CO,39.266107,-104.910598,resort,
way/299872288,Golf Club at Crown Valley,,,,32.761525,-97.666954,,
relation/7608938,Golf Club at Fox Acres,,,,40.804827,-105.571703,,
relation/4034583,Golf Club At Magnolia Landing,3501 Avenida del Vera,North Fort Myers,,26.759105,-81.896027,,
relation/3522678,Golf Club at Oasis,5764 East Hunt Highway,Florence,AZ,33.093773,-111.498214,,
relation/4023424,Golf Club at Palmira,28501 Matteotti View,Bonita Springs,,26.323271,-81.715554,private,
way/30828196,Golf Club at Star Ranch,2500 State Highway 130,Hutto,TX,30.509156,-97.583596,,
way/43441038,Golf Club of Avon,160 Country Club Road,Avon,CT,41.790875,-72.853877,,
way/694841424,Golf Club of Dublin,,,,40.087509,-83.175057,,
way/263142358,Golf Club of Estrella,11800 South Golf Club Drive,Goodyear,AZ,33.334273,-112.438553,,
way/193396475,Golf Club of Houston,,,,29.917467,-95.262863,,
relation/7873513,Golf Club of Illinois,1575 Edgewood Drive,Algonquin,,42.157512,-88.321097,,
relation/5755988,Golf Club of Incline Village,10220 Fairway Drive,Foristell,,38.868203,-90.958146,,
way/1011347721,Golf Club of Indiana,,,,39.937499,-86.368569,,
relation/14526779,Golf Club of Jupiter,1800 Central Boulevard,Jupiter,FL,26.914295,-80.137768,,
way/325851134,Golf Club of Quincy,,,,30.611596,-84.628123,,
way/302534362,Golf Club of Texas,13600 Briggs Ranch,San Antonio,TX,29.385281,-98.757736,,
relation/3959256,Golf Club of the Bluegrass,6000 Harrodsburg Road,Nicholasville,,37.950191,-84.604553,,
relation/11285860,Golf Club of the Everglades,8835 Vanderbilt Beach Road,Naples,,26.249025,-81.659306,,
relation/17061374,Golf Club of Wentzville,9 Pro Shop Drive,Wentzville,MO,38.793177,-90.895620,,
way/299394261,Golf Club of West Virginia,482 Deerwalk Highway,Waverly,,39.324055,-81.429084,,
relation/2800269,Golf Course at the Links,,,,33.474959,-94.039132,,
relation/4554025,Golf Courses of Lawsonia,,,,43.830272,-89.008861,,
way/1454217169,Golf Development Complex,,,,34.266933,-118.847966,,
node/13776716803,Golf Envy Frisco,8700 Main Street,Frisco,TX,33.151034,-96.807836,,
way/303203536,Golf Hammock Golf and Country Club,2222 Golf Hammock Drive,Sebring,,27.477808,-81.506124,,
node/7808376352,Golf Kings,1825 State Highway 35,Wall,NJ,40.166679,-74.050945,,
way/40313557,Golf Land,Haddonfield-Berlin Road,Voorhees,,39.850669,-74.977629,,
way/974166478,Golf Learning Center,7815 North Radnor Road,Peoria,,40.782105,-89.652287,,
way/621357182,Golf Practice Range,,,,35.080894,-78.949342,,
node/5547225570,Golf Pro Shop at Trillium,,,,35.143911,-83.135335,,
way/305265231,Golf Ranch Richardson,3570 Waterview Parkway,Richardson,TX,32.999310,-96.745992,,
way/1537590304,Golf Ranch Shoal Creek,,,,39.265603,-94.513107,,
way/621356530,Golf Range & Pro Shop,,,,35.145180,-78.856760,,
node/12101396861,Golf RX,109 Main Street,Gardner,MA,42.573811,-71.994724,,
node/12349511167,Golf Village,,,,35.088866,-80.885292,,
way/481254077,Golf World,,,,43.075334,-73.868015,,
way/105241412,Golfcrest Country Club,2509 Country Club Drive,Pearland,TX,29.563431,-95.241816,,
way/424326669,Golfin Dolphin,,,,34.696058,-77.066971,,
node/10727013934,GOLFTEC,2141 York Road,Lutherville,MD,39.442836,-76.624566,,
node/9761878560,GolfTEC,,,,44.271816,-88.474393,,
way/302813986,Golfview Golf and Racquet Club,14849 Hole in 1 Circle,Fort Myers,,26.526132,-81.893489,,
way/551944055,Goliad Golf Club,1103 West Fannin Street,Goliad,TX,28.660207,-97.403336,,
way/405352190,Goodman Aggie Golf Complex,,,,30.600653,-96.385276,,
way/302947045,Goodpark Golf Course,,,,41.095568,-81.578257,,
way/293902548,Goodrich Country Club,10080 Hegel Road,Goodrich,MI,42.913943,-83.514317,,
way/55971130,Goodrich Golf Course,,,,45.000449,-93.018323,,
way/307790887,Goodwin Park Golf Course,1130 Maple Avenue,Hartford,CT,41.726138,-72.686384,,
way/445104194,Goodyear Golf Club,,,,36.552029,-79.379253,,
way/900726599,Goose Creek Golf Club,11418 68th Street,Jurupa Valley,CA,33.963653,-117.530671,,
node/14070677213,Goose River Golf Club,50 Park Street,Rockport,ME,44.200043,-69.096403,,
way/286896977,Goose River Golf Club,,,,47.412632,-97.067585,,
way/47450903,Goose Run Golf Course,,,,41.404674,-72.091521,,
way/244379383,Goosepond Plantation Golf Course,,,,34.639464,-86.127631,,
way/445180832,Gordon Country Club GC and Park,,,,42.803754,-102.225634,,
way/217274334,Gordon Pines Golf Course,6809E Fire Hill Road,Gordon,WI,46.247574,-91.939654,,
relation/14474145,Gorham Country Club,,,,43.654648,-70.408336,,
way/904808831,Gothic Hill Golf Course,5477 Niagara Street Ext,Lockport,NY,43.183912,-78.742371,,
relation/9397780,Governors Run Golf Course,3300 Governors Drive,Carlyle,IL,38.636113,-89.366567,,
relation/5212867,Governors Towne Club,4200 Governors Towne Drive,Acworth,,34.065694,-84.736082,,
way/294041945,Gowanie Country Club,24770 South River Road,Mount Clemens,MI,42.586154,-82.860588,,
way/297296969,Gowrie Municipal Golf Course,601 4th Street,Gowrie,,42.271122,-94.284792,municipal,
relation/18000813,Gozzer Ranch Golf & Lake Club,,,,47.615897,-116.758430,,
way/293637043,Gracewil Country Club,2597 4 Mile Road Northwest,Grand Rapids,MI,43.036407,-85.733110,,
way/168550180,Graeagle Meadows Golf Course,,,,39.764875,-120.604830,,
node/6397391316,Granada Golf Course,,,,34.649741,-92.861399,,
relation/3949167,Granada Golf Course,250 Maderas Drive,Hot Springs Village,AR,34.649285,-92.858546,,
way/105418598,Granada Golf Course,2001 Granada Boulevard,Coral Gables,FL,25.751486,-80.275712,,
node/4900644415,Grand Bay Driving Range,,,,39.521786,-119.777441,,
way/260422127,Grand Beach Golf Course,,,,41.770840,-86.792848,,
way/1544777581,Grand Bear,,Saucier,MS,30.510026,-89.060284,,
relation/2548722,Grand Bear Golf Course,,,,30.509664,-89.059437,,
way/419991381,Grand Canyon University Golf Course,5902 West Indian School Road,Phoenix,AZ,33.498239,-112.190807,,
relation/1936917,Grand Club Cypress Course,,,,29.487601,-81.235677,,
way/1222804011,Grand Elk Golf Club,1300 Ten Mile Drive,,,40.071223,-105.938298,,
way/296331934,Grand Forks Country Club,794 County Road 6,Grand Forks,,47.849151,-97.005792,,
way/1213303348,Grand Geneva Golf Resort,,,,42.609858,-88.395809,,
relation/4055700,Grand Harbor - Harbor Course,,,,27.691182,-80.401724,,
relation/4055701,Grand Harbor - River Course,4985 Club Terrace,Vero Beach,,27.683133,-80.398471,,
relation/4010920,Grand Haven Golf Club,500 Riverfront Drive,Palm Coast,,29.537654,-81.167267,,
way/1184326104,Grand Lake Estates,8901 Grand Lake Estates Dr,Montgomery,TX,30.274649,-95.641733,,
way/40210947,Grand Lake Golf Course,,,,40.253185,-105.860878,,
way/267414577,Grand Ledge Country Club,5811 East Saint Joseph Highway,Grand Ledge,MI,42.730224,-84.724640,,
node/4624838953,Grand Mound Driving Range,20525 Old Highway 9 Southwest,Centralia,WA,46.788441,-123.023429,,
way/149243171,Grand Naniloa Golf Course,120 Banyan Drive,Hilo,HI,19.725085,-155.065885,,
relation/21084336,Grand National Golf Course,300 Lady Luck Drive,Hinckley,MN,46.005812,-92.917608,,
way/358615601,Grand Oaks Golf Course,3502 Country Club Drive,Grand Prairie,TX,32.683790,-96.993348,,
way/629918707,Grand Pines Golf Club,,,,30.444209,-95.622592,,
way/166984277,Grand Prarie Golf Course,,,,42.313550,-85.634987,,
way/1433780824,Grand Reserve Golf Course,,,,29.486292,-81.253878,,
relation/14450127,Grand Ridge Golf Club,,,,29.894507,-90.338410,,
relation/4249742,Grand Summit Golf & Country Club,15101 Grand Summit Boulevard,Grandview,,38.850295,-94.514419,,
